Type;id;transforms--constraints--BalanceConstraint;transforms--timedata;edges--elec_edge--commodity;edges--elec_edge--unidirectional;edges--elec_edge--has_capacity;edges--elec_edge--uc;edges--elec_edge--integer_decisions;edges--elec_edge--constraints--CapacityConstraint;edges--elec_edge--constraints--RampingLimitConstraint;edges--elec_edge--constraints--MinFlowConstraint;edges--elec_edge--constraints--MinUpTimeConstraint;edges--elec_edge--constraints--MinDownTimeConstraint;edges--fuel_edge--commodity;edges--fuel_edge--unidirectional;edges--fuel_edge--has_capacity;edges--co2_edge--commodity;edges--co2_edge--unidirectional;edges--co2_edge--has_capacity;edges--co2_edge--end_vertex;transforms--emission_rate;transforms--fuel_consumption;edges--elec_edge--end_vertex;edges--elec_edge--can_retire;edges--elec_edge--can_expand;edges--elec_edge--existing_capacity;edges--elec_edge--investment_cost;edges--elec_edge--fixed_om_cost;edges--elec_edge--variable_om_cost;edges--elec_edge--capacity_size;edges--elec_edge--startup_cost;edges--elec_edge--startup_fuel_consumption;edges--elec_edge--min_up_time;edges--elec_edge--min_down_time;edges--elec_edge--ramp_up_fraction;edges--elec_edge--ramp_down_fraction;edges--elec_edge--min_flow_fraction;edges--fuel_edge--start_vertex
ThermalPower;BR_MS_Simple_Cycle_Existing;TRUE;NaturalGas;Electricity;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;NaturalGas;TRUE;FALSE;CO2;TRUE;FALSE;co2_emitted_BR;0.1813528;2.6072995;elec_BR_MS;TRUE;FALSE;177;0;41190.8;5;177;52;0.58614214;1;1;0.440351;0.440351;0;natgas_BR
ThermalPower;BR_MT_Combined_Cycle;TRUE;NaturalGas;Electricity;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;NaturalGas;TRUE;FALSE;CO2;TRUE;FALSE;co2_emitted_BR;0.1813314;2.10561406;elec_BR_MT;TRUE;TRUE;0;1050365.517;41190.8046;7.53;100;104.7;0.58614214;2;1;0.108672;0.108672;0;natgas_BR
ThermalPower;BR_MT_Combined_Cycle_Existing;TRUE;NaturalGas;Electricity;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;NaturalGas;TRUE;FALSE;CO2;TRUE;FALSE;co2_emitted_BR;0.1813314;2.10561406;elec_BR_MT;TRUE;FALSE;529;0;146227.3563;1.1;529;104.7;0.58614214;2;1;0.108672;0.108672;0;natgas_BR
ThermalPower;BR_MT_Simple_Cycle;TRUE;NaturalGas;Electricity;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;NaturalGas;TRUE;FALSE;CO2;TRUE;FALSE;co2_emitted_BR;0.1813528;2.6072995;elec_BR_MT;TRUE;TRUE;0;926793.1034;41190.8046;7.53;100;52;0.58614214;1;1;0.440351;0.440351;0;natgas_BR
ThermalPower;BR_PA_Combined_Cycle;TRUE;NaturalGas;Electricity;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;NaturalGas;TRUE;FALSE;CO2;TRUE;FALSE;co2_emitted_BR;0.1813314;2.10561406;elec_BR_PA;TRUE;TRUE;0;1050365.517;41190.8046;7.53;100;104.7;0.58614214;2;1;0.108672;0.108672;0;natgas_BR
ThermalPower;BR_PA_Simple_Cycle;TRUE;NaturalGas;Electricity;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;NaturalGas;TRUE;FALSE;CO2;TRUE;FALSE;co2_emitted_BR;0.1813528;2.6072995;elec_BR_PA;TRUE;TRUE;0;926793.1034;41190.8046;7.53;100;52;0.58614214;1;1;0.440351;0.440351;0;natgas_BR
ThermalPower;BR_PB_Combined_Cycle;TRUE;NaturalGas;Electricity;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;NaturalGas;TRUE;FALSE;CO2;TRUE;FALSE;co2_emitted_BR;0.1813314;2.10561406;elec_BR_PB;TRUE;TRUE;0;1050365.517;41190.8046;7.53;100;104.7;0.58614214;2;1;0.108672;0.108672;0;natgas_BR
ThermalPower;BR_PB_Simple_Cycle;TRUE;NaturalGas;Electricity;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;NaturalGas;TRUE;FALSE;CO2;TRUE;FALSE;co2_emitted_BR;0.1813528;2.6072995;elec_BR_PB;TRUE;TRUE;0;926793.1034;41190.8046;7.53;100;52;0.58614214;1;1;0.440351;0.440351;0;natgas_BR
ThermalPower;BR_PE_Combined_Cycle;TRUE;NaturalGas;Electricity;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;NaturalGas;TRUE;FALSE;CO2;TRUE;FALSE;co2_emitted_BR;0.1813314;2.10561406;elec_BR_PE;TRUE;TRUE;0;1050365.517;41190.8046;7.53;100;104.7;0.58614214;2;1;0.108672;0.108672;0;natgas_BR
ThermalPower;BR_PE_Combined_Cycle_Existing;TRUE;NaturalGas;Electricity;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;NaturalGas;TRUE;FALSE;CO2;TRUE;FALSE;co2_emitted_BR;0.1813314;2.10561406;elec_BR_PE;TRUE;FALSE;550;0;146227.3563;1.1;550;104.7;0.58614214;2;1;0.108672;0.108672;0;natgas_BR
ThermalPower;BR_PE_Simple_Cycle;TRUE;NaturalGas;Electricity;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;NaturalGas;TRUE;FALSE;CO2;TRUE;FALSE;co2_emitted_BR;0.1813528;2.6072995;elec_BR_PE;TRUE;TRUE;0;926793.1034;41190.8046;7.53;100;52;0.58614214;1;1;0.440351;0.440351;0;natgas_BR
ThermalPower;BR_PI_Combined_Cycle;TRUE;NaturalGas;Electricity;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;NaturalGas;TRUE;FALSE;CO2;TRUE;FALSE;co2_emitted_BR;0.1813314;2.10561406;elec_BR_PI;TRUE;TRUE;0;1050365.517;41190.8046;7.53;100;104.7;0.58614214;2;1;0.108672;0.108672;0;natgas_BR
ThermalPower;BR_PI_Simple_Cycle;TRUE;NaturalGas;Electricity;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;NaturalGas;TRUE;FALSE;CO2;TRUE;FALSE;co2_emitted_BR;0.1813528;2.6072995;elec_BR_PI;TRUE;TRUE;0;926793.1034;41190.8046;7.53;100;52;0.58614214;1;1;0.440351;0.440351;0;natgas_BR
ThermalPower;BR_PR_Combined_Cycle;TRUE;NaturalGas;Electricity;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;NaturalGas;TRUE;FALSE;CO2;TRUE;FALSE;co2_emitted_BR;0.1813314;2.10561406;elec_BR_PE;TRUE;TRUE;0;1050365.517;41190.8046;7.53;100;104.7;0.58614214;2;1;0.108672;0.108672;0;natgas_BR
ThermalPower;BR_PR_Combined_Cycle_Existing;TRUE;NaturalGas;Electricity;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;NaturalGas;TRUE;FALSE;CO2;TRUE;FALSE;co2_emitted_BR;0.1813314;2.10561406;elec_BR_PR;TRUE;FALSE;484;0;146227.3563;1.1;484;104.7;0.58614214;2;1;0.108672;0.108672;0;natgas_BR
ThermalPower;BR_PR_Simple_Cycle;TRUE;NaturalGas;Electricity;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;NaturalGas;TRUE;FALSE;CO2;TRUE;FALSE;co2_emitted_BR;0.1813528;2.6072995;elec_BR_PR;TRUE;TRUE;0;926793.1034;41190.8046;7.53;100;52;0.58614214;1;1;0.440351;0.440351;0;natgas_BR
ThermalPower;BR_RJ_Combined_Cycle;TRUE;NaturalGas;Electricity;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;NaturalGas;TRUE;FALSE;CO2;TRUE;FALSE;co2_emitted_BR;0.1813314;2.10561406;elec_BR_RJ;TRUE;TRUE;0;1050365.517;41190.8046;7.53;100;104.7;0.58614214;2;1;0.108672;0.108672;0;natgas_BR
ThermalPower;BR_RJ_Combined_Cycle_Existing;TRUE;NaturalGas;Electricity;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;NaturalGas;TRUE;FALSE;CO2;TRUE;FALSE;co2_emitted_BR;0.1813314;2.10561406;elec_BR_RJ;TRUE;FALSE;6422;0;146227.3563;1.1;6422;104.7;0.58614214;2;1;0.108672;0.108672;0;natgas_LNG_BR
ThermalPower;BR_RJ_Simple_Cycle;TRUE;NaturalGas;Electricity;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;NaturalGas;TRUE;FALSE;CO2;TRUE;FALSE;co2_emitted_BR;0.1813528;2.6072995;elec_BR_RJ;TRUE;TRUE;0;926793.1034;41190.8046;7.53;100;52;0.58614214;1;1;0.440351;0.440351;0;natgas_BR
ThermalPower;BR_RJ_Simple_Cycle_Existing;TRUE;NaturalGas;Electricity;TRUE;TRUE;FALSE;FALSE;TRUE;TRUE;TRUE;FALSE;FALSE;NaturalGas;TRUE;FALSE;CO2;TRUE;FALSE;co2_emitted_BR;0.1813528;2.6072995;elec_BR_RJ;TRUE;FALSE;1283;0;41190.8;5;1283;52;0.58614214;1;1;0.440351;0.440351;0;natgas_LNG_BR
