Type,location,id,edges--edge--constraints--MaxCapacityConstraint,edges--edge--constraints--CapacityConstraint,edges--edge--can_retire,edges--edge--unidirectional,edges--edge--commodity,edges--edge--can_expand,edges--edge--has_capacity,transforms--timedata,edges--edge--lifetime,edges--edge--wacc,edges--edge--capital_recovery_period,edges--edge--max_capacity,edges--edge--fixed_om_cost,edges--edge--variable_om_cost,edges--edge--investment_cost,edges--edge--availability--timeseries--path,edges--edge--availability--timeseries--header,edges--edge--end_vertex,edges--edge--existing_capacity,edges--edge--capacity_size,Note
VRE,BR_CE,BR_CE_Wind_Onshore_Class0,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_CE_Wind_Onshore_Class2,elec_BR_CE,0,100,work in progress
VRE,BR_CE,BR_CE_Wind_Onshore_Class3,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_CE_Wind_Onshore_Class3,elec_BR_CE,0,100,work in progress
VRE,BR_ES,BR_ES_Wind_Onshore_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_ES_Wind_Onshore_Class1,elec_BR_ES,0,100,work in progress
VRE,BR_GO,BR_GO_Wind_Onshore_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_GO_Wind_Onshore_Class1,elec_BR_GO,0,100,work in progress
VRE,BR_GO,BR_GO_Wind_Onshore_Class2,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_GO_Wind_Onshore_Class2,elec_BR_GO,0,100,work in progress
VRE,BR_GO,BR_GO_Wind_Onshore_Class3,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_GO_Wind_Onshore_Class3,elec_BR_GO,0,100,work in progress
VRE,BR_GO,BR_GO_Wind_Onshore_Class0,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_GO_Wind_Onshore_Class4,elec_BR_GO,0,100,work in progress
VRE,BR_MA,BR_MA_Wind_Onshore_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_MA_Wind_Onshore_Class1,elec_BR_MA,0,100,work in progress
VRE,BR_MA,BR_MA_Wind_Onshore_Class0,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_MA_Wind_Onshore_Class2,elec_BR_MA,0,100,work in progress
VRE,BR_MA,BR_MA_Wind_Onshore_Class3,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_MA_Wind_Onshore_Class3,elec_BR_MA,0,100,work in progress
VRE,BR_MT,BR_MT_Wind_Onshore_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_MT_Wind_Onshore_Class1,elec_BR_MT,0,100,work in progress
VRE,BR_MT,BR_MT_Wind_Onshore_Class2,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_MT_Wind_Onshore_Class2,elec_BR_MT,0,100,work in progress
VRE,BR_MT,BR_MT_Wind_Onshore_Class3,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_MT_Wind_Onshore_Class3,elec_BR_MT,0,100,work in progress
VRE,BR_MT,BR_MT_Wind_Onshore_Class0,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_MT_Wind_Onshore_Class4,elec_BR_MT,0,100,work in progress
VRE,BR_MS,BR_MS_Wind_Onshore_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_MS_Wind_Onshore_Class1,elec_BR_MS,0,100,work in progress
VRE,BR_MS,BR_MS_Wind_Onshore_Class2,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_MS_Wind_Onshore_Class2,elec_BR_MS,0,100,work in progress
VRE,BR_MS,BR_MS_Wind_Onshore_Class3,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_MS_Wind_Onshore_Class3,elec_BR_MS,0,100,work in progress
VRE,BR_MS,BR_MS_Wind_Onshore_Class0,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_MS_Wind_Onshore_Class4,elec_BR_MS,0,100,work in progress
VRE,BR_MG,BR_MG_Wind_Onshore_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_MG_Wind_Onshore_Class1,elec_BR_MG,0,100,work in progress
VRE,BR_MG,BR_MG_Wind_Onshore_Class0,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_MG_Wind_Onshore_Class2,elec_BR_MG,0,100,work in progress
VRE,BR_MG,BR_MG_Wind_Onshore_Class3,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_MG_Wind_Onshore_Class3,elec_BR_MG,0,100,work in progress
VRE,BR_PA,BR_PA_Wind_Onshore_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_PA_Wind_Onshore_Class1,elec_BR_PA,0,100,work in progress
VRE,BR_PA,BR_PA_Wind_Onshore_Class2,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_PA_Wind_Onshore_Class2,elec_BR_PA,0,100,work in progress
VRE,BR_PA,BR_PA_Wind_Onshore_Class3,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_PA_Wind_Onshore_Class3,elec_BR_PA,0,100,work in progress
VRE,BR_PA,BR_PA_Wind_Onshore_Class0,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_PA_Wind_Onshore_Class4,elec_BR_PA,0,100,work in progress
VRE,BR_PB,BR_PB_Wind_Onshore_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_PB_Wind_Onshore_Class1,elec_BR_PB,0,100,work in progress
VRE,BR_PB,BR_PB_Wind_Onshore_Class0,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_PB_Wind_Onshore_Class2,elec_BR_PB,0,100,work in progress
VRE,BR_PB,BR_PB_Wind_Onshore_Class3,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_PB_Wind_Onshore_Class3,elec_BR_PB,0,100,work in progress
VRE,BR_PR,BR_PR_Wind_Onshore_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_PR_Wind_Onshore_Class1,elec_BR_PR,0,100,work in progress
VRE,BR_PR,BR_PR_Wind_Onshore_Class0,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_PR_Wind_Onshore_Class2,elec_BR_PR,0,100,work in progress
VRE,BR_PR,BR_PR_Wind_Onshore_Class3,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_PR_Wind_Onshore_Class3,elec_BR_PR,0,100,work in progress
VRE,BR_PE,BR_PE_Wind_Onshore_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_PE_Wind_Onshore_Class1,elec_BR_PE,0,100,work in progress
VRE,BR_PE,BR_PE_Wind_Onshore_Class0,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_PE_Wind_Onshore_Class2,elec_BR_PE,0,100,work in progress
VRE,BR_PI,BR_PI_Wind_Onshore_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_PI_Wind_Onshore_Class1,elec_BR_PI,0,100,work in progress
VRE,BR_PI,BR_PI_Wind_Onshore_Class0,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_PI_Wind_Onshore_Class2,elec_BR_PI,0,100,work in progress
VRE,BR_PI,BR_PI_Wind_Onshore_Class3,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_PI_Wind_Onshore_Class3,elec_BR_PI,0,100,work in progress
VRE,BR_RJ,BR_RJ_Wind_Onshore_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_RJ_Wind_Onshore_Class1,elec_BR_RJ,0,100,work in progress
VRE,BR_RJ,BR_RJ_Wind_Onshore_Class0,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_RJ_Wind_Onshore_Class2,elec_BR_RJ,0,100,work in progress
VRE,BR_RN,BR_RN_Wind_Onshore_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_RN_Wind_Onshore_Class1,elec_BR_RN,0,100,work in progress
VRE,BR_RN,BR_RN_Wind_Onshore_Class0,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_RN_Wind_Onshore_Class2,elec_BR_RN,0,100,work in progress
VRE,BR_RS,BR_RS_Wind_Onshore_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_RS_Wind_Onshore_Class1,elec_BR_RS,0,100,work in progress
VRE,BR_RS,BR_RS_Wind_Onshore_Class0,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_RS_Wind_Onshore_Class2,elec_BR_RS,0,100,work in progress
VRE,BR_RO,BR_RO_Wind_Onshore_Class0,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_RO_Wind_Onshore_Class1,elec_BR_RO,0,100,work in progress
VRE,BR_RO,BR_RO_Wind_Onshore_Class2,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_RO_Wind_Onshore_Class2,elec_BR_RO,0,100,work in progress
VRE,BR_RO,BR_RO_Wind_Onshore_Class3,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_RO_Wind_Onshore_Class3,elec_BR_RO,0,100,work in progress
VRE,BR_RR,BR_RR_Wind_Onshore_Class2,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_RR_Wind_Onshore_Class2,elec_BR_RR,0,100,work in progress
VRE,BR_SC,BR_SC_Wind_Onshore_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_SC_Wind_Onshore_Class1,elec_BR_SC,0,100,work in progress
VRE,BR_SP,BR_SP_Wind_Onshore_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_SP_Wind_Onshore_Class1,elec_BR_SP,0,100,work in progress
VRE,BR_SP,BR_SP_Wind_Onshore_Class0,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_SP_Wind_Onshore_Class2,elec_BR_SP,0,100,work in progress
VRE,BR_SE,BR_SE_Wind_Onshore_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_SE_Wind_Onshore_Class1,elec_BR_SE,0,100,work in progress
VRE,BR_TO,BR_TO_Wind_Onshore_Class1,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_TO_Wind_Onshore_Class1,elec_BR_TO,0,100,work in progress
VRE,BR_TO,BR_TO_Wind_Onshore_Class2,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_TO_Wind_Onshore_Class2,elec_BR_TO,0,100,work in progress
VRE,BR_TO,BR_TO_Wind_Onshore_Class3,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_TO_Wind_Onshore_Class3,elec_BR_TO,0,100,work in progress
VRE,BR_TO,BR_TO_Wind_Onshore_Class0,TRUE,TRUE,TRUE,TRUE,Electricity,TRUE,TRUE,Electricity,10,0.1,10,100000,50000,0,1000000,system/availability_wind_onshore.csv,BR_TO_Wind_Onshore_Class4,elec_BR_TO,0,100,work in progress
